playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
45,154.0,124.0,14.927056277056279,5.1,2.1,3.7,56.2%,0.0,0.0,0%,1.0,1.5,64.6%,1.9,2.6,4.5,0.5,0.5,0.7,0.3,0.3,1.5,1.4,7.6,003479,"KUZMIC, OGNJEN",33,https://media-cdn.incrowdsports.com/5b845a58-65c2-419e-922a-32dc3870e9ab.png,PAN;MAD;RED,PAO;RMB;CZV,Panathinaikos AKTOR Athens;Real Madrid;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
46,129.0,67.0,20.68217054263566,7.8,2.2,4.6,47.2%,0.7,2.0,35.4%,1.2,1.5,81.7%,0.3,1.7,2.0,3.1,0.7,1.3,0.0,0.2,2.1,1.7,7.7,007982,"WILLIAMS-GOSS, NIGEL",30,https://media-cdn.cortextech.io/657693b6-df7a-4f83-b8d6-10c2ed158dce.png,MAD;OLY,RMB;OLY,Real Madrid;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
47,174.0,33.0,17.159961685823756,6.9,2.1,4.0,52.4%,0.5,1.4,40.4%,1.1,1.3,79%,0.4,1.4,1.9,2.8,0.4,1.6,0.0,0.2,1.4,1.8,7.7,007519,"JOKUBAITIS, ROKAS",24,https://media-cdn.incrowdsports.com/14dcf6c1-2b5d-40fe-98d5-d6a38a8b9ba2.png,ZAL;BAR;TEL,ZAL;BAR;MTA,Zalgiris Kaunas;FC Barcelona;Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png
48,248.0,111.0,19.52614247311828,9.0,1.8,3.6,49.8%,1.4,3.6,38.8%,1.2,1.4,81%,0.2,1.4,1.6,2.6,0.6,1.6,0.0,0.5,1.6,2.0,7.8,007032,"LO, MAODO",32,https://media-cdn.cortextech.io/4f56a0f9-4aaa-4477-aebc-68205cdbb245.png,BAM;MUN;BER;MIL;PRS,BRO;BAY;BER;EA7;PBB,Bamberger Basketball GmbH;FC Bayern Munich;ALBA Berlin;EA7 Emporio Armani Milan;Paris Basketball,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
49,147.0,44.0,19.972562358276644,7.9,1.4,2.7,53%,1.3,3.0,41.1%,1.3,1.5,87.6%,0.1,1.5,1.6,2.2,0.6,0.9,0.0,0.1,1.8,1.6,7.8,000046,"STRELNIEKS, JANIS",32,https://media-cdn.incrowdsports.com/c7e70554-2bee-4d2d-ace6-15e5f07dd0c9.png,BAM;OLY;CSK;ZAL,BRO;OLY;CSK;ZAL,Bamberger Basketball GmbH;Olympiacos Piraeus;CSKA Moscow;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
50,186.0,86.0,20.803046594982078,8.4,1.6,3.3,48.7%,1.4,3.1,43.8%,1.1,1.2,92.8%,0.7,2.5,3.2,1.0,0.4,0.9,0.2,0.2,2.2,1.4,7.8,CCD,"DATOME, LUIGI",35,https://media-cdn.incrowdsports.com/f8f16c97-c272-49fb-9c73-5688cd7bb6f3.png,ULK;MIL,FNB;EA7,Fenerbahce Beko Istanbul;EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
51,152.0,53.0,19.298026315789475,9.7,1.5,3.4,45.7%,1.7,4.2,39.6%,1.7,2.2,77.4%,0.4,1.6,2.0,1.5,0.5,1.5,0.1,0.4,1.8,2.5,7.9,009849,"DORSEY, TYLER",28,https://media-cdn.cortextech.io/bc74ec12-71a8-425e-9ff8-e50eefec1f62.png,TEL;ULK;OLY,MTA;FBB;OLY,Maccabi Rapyd Tel Aviv;Fenerbahce Beko Istanbul;Olympiacos Piraeus,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
52,215.0,72.0,19.983178294573644,9.3,1.3,3.2,41.4%,1.7,5.2,32%,1.7,2.0,83.3%,0.2,1.3,1.5,3.2,0.5,1.3,0.0,0.1,1.6,2.2,7.9,TGB,"LLULL, SERGIO",37,https://media-cdn.cortextech.io/38500d8f-02b6-40a7-a6b7-c9fb901a0f6e.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png
53,124.0,56.0,18.30994623655914,8.4,1.1,2.3,47.8%,1.8,4.3,42%,0.8,0.9,89.1%,0.4,1.6,2.0,2.2,0.6,1.2,0.0,0.2,1.8,1.6,7.9,001324,"MUHAMMED, ALI",38,https://media-cdn.incrowdsports.com/93cf69a1-3126-488e-9d3d-7b8118a9b6ae.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
54,178.0,80.0,20.62125468164794,8.2,1.3,2.9,46.5%,1.5,3.9,37.1%,1.1,1.4,84.2%,0.3,1.6,1.9,3.0,1.1,1.8,0.1,0.2,1.9,1.8,8.0,007947,"VILDOZA, LUCA",29,https://media-cdn.cortextech.io/45cd50c3-c3b7-4cf6-92ee-f7955216e2da.png,BAS;RED;PAN;OLY,TDS;CZV;PAO;OLY,Baskonia Vitoria-Gasteiz;Crvena Zvezda Meridianbet Belgrade;Panathinaikos AKTOR Athens;Olympiacos Piraeus,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
55,158.0,22.0,18.349789029535867,8.3,2.0,3.4,60%,0.8,2.8,30.8%,1.8,2.6,68.2%,0.5,1.4,1.8,1.7,0.9,1.0,0.1,0.3,1.5,2.1,8.0,007853,"MCKISSIC, SHAQUIELLE",34,https://media-cdn.cortextech.io/3e6e2015-538f-45f9-ab34-03ee341681df.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
56,193.0,20.0,19.460017271157167,6.9,0.5,1.3,41.3%,1.7,4.5,36.9%,0.8,0.9,83%,0.5,1.9,2.4,2.3,0.8,0.7,0.1,0.1,1.4,1.5,8.1,BMT,"FERNANDEZ, RUDY",38,https://media-cdn.incrowdsports.com/81ff9d74-1784-441e-addd-b9198bfdab15.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png
57,152.0,97.0,22.74013157894737,7.9,2.8,5.1,55.4%,0.3,1.0,26.8%,1.5,2.2,66.2%,1.6,2.2,3.8,1.0,0.8,1.2,0.5,0.3,2.6,2.1,8.2,002980,"GIST, JAMES",35,https://media-cdn.incrowdsports.com/8ac701ad-576d-4103-af5a-12824a52ecf8.png,PAN;RED;MUN;ASV,PAO;CZV;BAY;ASV,Panathinaikos AKTOR Athens;Crvena Zvezda Meridianbet Belgrade;FC Bayern Munich;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
58,174.0,49.0,18.594540229885055,6.0,1.4,2.5,54.8%,0.8,2.4,34.9%,0.8,1.2,64.5%,1.2,2.6,3.8,1.0,0.6,0.5,0.5,0.2,1.5,1.4,8.2,002084,"POLONARA, ACHILLE",33,https://media-cdn.incrowdsports.com/1cbaecd9-0811-4c56-b6db-96ca70ea1141.png,BAS;ULK;IST;ZAL;VIR,TDS;FBB;EFS;ZAL;VIR,Baskonia Vitoria-Gasteiz;Fenerbahce Beko Istanbul;Anadolu Efes Istanbul;Zalgiris Kaunas;Virtus Bologna,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
59,222.0,151.0,20.675450450450448,7.0,1.8,3.4,52.5%,0.8,2.5,31.6%,1.1,1.6,68.3%,0.6,2.5,3.1,2.1,0.9,1.1,0.4,0.2,2.2,1.9,8.2,005099,"HANGA, ADAM",34,https://media-cdn.incrowdsports.com/f9dd2a24-1b86-4538-aca2-c93136cf6f50.png,BAS;BAR;MAD;RED,LBO;FCB;RMB;CZV,Baskonia Vitoria-Gasteiz;FC Barcelona;Real Madrid;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
60,239.0,136.0,20.54860529986053,7.0,1.4,2.8,48.5%,0.9,2.3,39.9%,1.6,2.0,80%,0.3,2.0,2.4,2.6,0.7,1.3,0.0,0.2,2.6,2.9,8.3,001844,"HACKETT, DANIEL",37,https://media-cdn.cortextech.io/923cef2e-6352-41a8-8db1-791d21db3100.png,OLY;BAM;CSK;VIR,OLY;BRO;CSK;VIR,Olympiacos Piraeus;Bamberger Basketball GmbH;CSKA Moscow;Virtus Bologna,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
61,178.0,72.0,21.09943820224719,9.7,2.6,5.0,52.1%,1.1,3.0,36%,1.2,1.7,74%,1.0,2.0,3.1,0.7,0.4,0.9,0.1,0.2,1.4,1.6,8.4,005094,"THOMAS, DESHAUN",32,https://media-cdn.incrowdsports.com/7be97a88-2526-40f9-838e-454c048cd74c.png,IST;TEL;PAN;MUN;MIL;ASV,EFS;MTA;PAO;BAY;EA7;ASV,Anadolu Efes Istanbul;Maccabi Rapyd Tel Aviv;Panathinaikos AKTOR Athens;FC Bayern Munich;EA7 Emporio Armani Milan;LDLC ASVEL Villeurbanne,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
62,133.0,87.0,22.88245614035088,10.1,2.0,4.2,46.9%,1.4,4.6,29.7%,2.1,2.8,74.6%,0.2,1.4,1.6,4.7,0.5,2.9,0.0,0.7,2.0,3.3,8.6,JUO,"SPANOULIS, VASSILIS",42,https://media-cdn.incrowdsports.com/c32b334a-d142-423f-93f6-e6f1df328d52.png,OLY;MCO,OLY;ASM,Olympiacos Piraeus;AS Monaco,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
63,126.0,50.0,21.206349206349206,7.2,2.0,3.5,56.5%,0.5,1.6,33.2%,1.7,2.1,79.4%,1.1,2.7,3.8,0.9,0.5,0.8,0.2,0.4,1.8,2.0,8.7,006505,"WHITE, AARON",29,https://media-cdn.incrowdsports.com/b4e8a875-563f-4cf5-8b77-ddf434f16329.png,ZAL;MIL;PAN;RED,ZAL;AXM;PAO;CZV,Zalgiris Kaunas;EA7 Emporio Armani Milan;Panathinaikos AKTOR Athens;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
64,153.0,84.0,24.670479302832245,6.8,1.2,2.4,47.5%,1.2,3.4,36.2%,0.8,1.1,80.1%,1.0,2.6,3.6,2.8,1.1,1.1,0.2,0.2,2.4,1.5,8.7,010391,"WEILER-BABB, NICK",29,https://media-cdn.cortextech.io/e23682a9-5374-4706-b343-36f49f61236d.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
65,138.0,32.0,18.32004830917874,8.6,1.8,3.4,53.9%,1.4,3.2,42.9%,0.9,1.0,89.6%,0.6,3.1,3.7,0.8,0.5,0.8,0.2,0.2,1.8,1.1,8.7,005836,"THOMPKINS, TREY",33,https://media-cdn.incrowdsports.com/1068c6e6-fae9-4844-a650-4c60e9f46a84.png,MAD;RED,RMB;CZV,Real Madrid;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
66,167.0,77.0,18.33822355289421,7.5,2.3,4.1,56.6%,0.6,1.7,32.3%,1.2,1.6,70.8%,1.6,2.8,4.3,0.7,0.7,0.8,0.3,0.2,1.7,1.5,8.7,007866,"MITOGLOU, KONSTANTINOS",28,https://media-cdn.cortextech.io/786a3466-8cef-47d3-86c6-487cc42cab85.png,MIL;PAN,AXM;PAO,EA7 Emporio Armani Milan;Panathinaikos AKTOR Athens,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
67,162.0,74.0,17.266049382716048,6.9,2.6,4.4,59.3%,0.1,0.2,30.3%,1.4,2.2,66.3%,1.5,2.4,3.8,1.5,0.4,1.3,0.2,0.3,2.0,2.2,8.7,002553,"MITROVIC, LUKA",31,https://media-cdn.incrowdsports.com/a68d0c8a-9eb6-4474-962c-16864ab255db.png,BAM;RED,BRO;CZV,Bamberger Basketball GmbH;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
68,200.0,77.0,19.02725,8.2,1.6,2.8,55.6%,1.3,2.8,46.3%,1.2,1.3,89.8%,0.9,2.3,3.2,1.0,0.4,0.7,0.1,0.3,2.0,1.5,8.8,008829,"PETERS, ALEC",29,https://media-cdn.cortextech.io/8feddbf2-03c1-4130-95fe-246f938a74d6.png,CSK;IST;BAS;OLY,CSK;EFS;TDS;OLY,CSKA Moscow;Anadolu Efes Istanbul;Baskonia Vitoria-Gasteiz;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
69,253.0,220.0,23.25368906455863,7.3,1.3,2.3,55.8%,1.2,3.2,37.1%,1.2,1.6,74.6%,0.7,2.9,3.6,2.0,0.9,1.3,0.3,0.2,1.8,1.5,8.8,001255,"PAPANIKOLAOU, KOSTAS",34,https://media-cdn.cortextech.io/92915bcc-f8c5-44d0-87c0-6fed89e69b69.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
70,120.0,79.0,20.612777777777776,9.0,3.0,5.6,52.4%,0.8,2.3,34.4%,0.8,1.2,67.9%,0.4,2.0,2.4,3.1,0.7,1.2,0.1,0.4,2.0,1.7,8.8,006555,"WOLTERS, NATE",31,https://media-cdn.incrowdsports.com/3c526125-4fa4-4d9f-8977-0d2272657592.png,ZAL;TEL;RED;PAN,ZAL;MTA;CZV;PAO,Zalgiris Kaunas;Maccabi Rapyd Tel Aviv;Crvena Zvezda Meridianbet Belgrade;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
71,177.0,66.0,17.450282485875704,6.3,2.2,3.6,62.4%,0.2,0.7,32.3%,1.1,1.5,75.4%,1.8,2.7,4.4,0.5,0.5,0.8,0.5,0.2,1.8,1.7,9.0,009035,"BOLOMBOY, JOEL",30,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqcoI/bb62f12b-8d35-4487-a402-e86621caa387.png,CSK;OLY;RED,CSK;OLY;CZV,CSKA Moscow;Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
72,177.0,101.0,14.86723163841808,7.0,2.8,4.3,65%,0.0,0.0,0%,1.3,2.1,64.3%,1.9,2.7,4.6,0.2,0.3,1.2,0.5,0.2,2.3,2.3,9.0,006568,"FALL, YOUSSOUPHA",29,https://media-cdn.cortextech.io/d1ddd241-43e3-4ae0-bfd7-e382bbeb97a6.png,BAS;ASV;BAR,TDS;ASV;BAR,Baskonia Vitoria-Gasteiz;LDLC ASVEL Villeurbanne;FC Barcelona,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
73,118.0,70.0,21.594774011299435,6.7,1.9,3.6,53%,0.7,1.9,38.9%,0.8,1.2,66.4%,0.4,1.8,2.2,4.4,1.2,1.6,0.1,0.2,2.2,1.6,9.0,004863,"JOVIC, STEFAN",33,https://media-cdn.cortextech.io/8f6a1334-5d45-4d52-bd52-665090df1438.png,RED;MUN;KHI;PAN;PAM,CZV;BAY;KHI;PAO;VBC,Crvena Zvezda Meridianbet Belgrade;FC Bayern Munich;BC Khimki;Panathinaikos AKTOR Athens;Valencia Basket,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
74,160.0,87.0,19.351458333333333,8.7,1.2,2.3,52.5%,1.6,4.1,39%,1.4,1.6,84.8%,0.4,1.4,1.8,3.9,0.6,1.9,0.0,0.2,2.3,2.4,9.0,006435,"LAPROVITTOLA, NICOLAS",34,https://media-cdn.cortextech.io/d7e43b16-3a21-4087-b04f-89cdaedb7158.png,BAS;MAD;BAR,BKN;RMB;BAR,Baskonia Vitoria-Gasteiz;Real Madrid;FC Barcelona,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
75,152.0,85.0,19.34813596491228,5.6,1.6,2.5,64.6%,0.5,1.3,38.7%,0.9,1.2,76.8%,1.1,3.2,4.2,1.2,0.5,0.7,0.2,0.2,1.1,1.3,9.1,007230,"SEDEKERSKIS, TADAS",26,https://media-cdn.cortextech.io/06b5ca08-62cf-4401-96f6-1b8aca1750e5.png,BAS,TDS,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png
76,275.0,150.0,21.932787878787877,10.5,2.2,4.1,53.1%,1.7,4.1,42%,0.9,1.1,86.7%,0.3,1.5,1.8,1.9,0.7,1.0,0.4,0.2,1.9,1.4,9.1,006590,"BEAUBOIS, RODRIGUE",36,https://media-cdn.cortextech.io/281e3d42-9999-46b7-bbe4-4b03c18af2c5.png,STR;BAS;IST,SIG;BKN;EFS,Strasbourg Illkirch-Graffenstaden Basket;Baskonia Vitoria-Gasteiz;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png;https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
