playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl,season_year,season_code
44,33.0,23.0,16.07323232323232,4.4,0.7,1.3,55.8%,0.8,1.6,49.1%,0.6,0.7,83.3%,0.5,1.6,2.2,0.5,0.3,0.6,0.0,0.1,1.8,1.2,4.7,006643,"PUERTO, JOSEP",23,https://media-cdn.cortextech.io/748f72b2-0ab2-4703-8592-d8d5566e1721.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2022,E2022
45,21.0,16.0,9.265873015873016,3.0,1.3,1.8,71.1%,0.0,0.0,0%,0.4,0.7,60%,1.0,1.3,2.4,0.4,0.2,0.2,0.1,0.1,1.1,0.9,4.7,003479,"KUZMIC, OGNJEN",32,https://media-cdn.incrowdsports.com/5b845a58-65c2-419e-922a-32dc3870e9ab.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2022,E2022
45,21.0,3.0,17.552380952380954,7.4,0.9,2.1,40.9%,1.5,4.2,35.2%,1.2,1.3,92.9%,0.3,1.7,2.0,2.0,0.4,1.8,0.0,0.1,2.5,1.4,4.7,011965,"MITROU-LONG, NAZ",29,https://media-cdn.incrowdsports.com/db7b9585-5da8-4fd0-a3bc-078892f897f7.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2022,E2022
47,25.0,10.0,10.451333333333334,5.0,1.3,2.2,59.3%,0.6,1.4,41.2%,0.8,1.2,65.5%,1.2,0.9,2.1,0.4,0.5,0.5,0.4,0.2,2.1,1.2,4.8,011051,"SMAILAGIC, ALEN",22,https://media-cdn.cortextech.io/ae9cae56-3e7e-4f67-ad21-e0926b9f159b.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png,2022,E2022
48,31.0,3.0,14.008064516129032,5.1,0.8,1.7,46.3%,0.9,2.2,42%,0.6,0.7,95.2%,0.7,1.9,2.5,0.4,0.4,0.6,0.1,0.2,1.6,1.0,4.8,008829,"PETERS, ALEC",27,https://media-cdn.cortextech.io/8feddbf2-03c1-4130-95fe-246f938a74d6.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2022,E2022
49,29.0,0.0,16.68448275862069,3.1,0.7,1.4,50%,0.4,1.3,32.4%,0.4,0.5,73.3%,0.3,1.4,1.8,2.5,1.2,0.8,0.0,0.1,2.2,1.2,4.9,006739,"PAJOLA, ALESSANDRO",23,https://media-cdn.cortextech.io/ccc6aac9-c905-4988-a055-0a0bc8b13010.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
50,30.0,19.0,19.74388888888889,6.5,1.6,3.1,50%,1.0,2.8,34.1%,0.5,0.7,70%,0.6,2.4,3.0,0.8,0.3,1.0,0.2,0.4,1.6,0.8,4.9,006068,"NOUA, AMINE",25,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqck7/eb206bb3-3e1f-488d-b1fe-ecfcbab13249.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,2022,E2022
51,33.0,22.0,20.514141414141417,5.0,1.2,2.8,42.6%,0.7,2.0,35.4%,0.5,0.7,73.9%,0.5,1.9,2.4,1.0,0.5,0.6,0.2,0.1,1.7,1.3,4.9,005161,"PAPAPETROU, IOANNIS",28,https://media-cdn.incrowdsports.com/34435fbb-b543-4cdd-84f6-62cf44448c88.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png,2022,E2022
52,25.0,5.0,15.617333333333333,6.4,1.1,2.5,45.2%,0.8,2.3,32.8%,1.8,2.1,88.5%,0.2,1.1,1.2,1.5,0.3,1.2,0.0,0.2,2.1,2.2,5.0,004058,"JARAMAZ, OGNJEN",27,https://media-cdn.cortextech.io/92f6b02c-6f87-4808-993c-b47997a1d66b.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
53,24.0,3.0,12.711805555555555,6.5,0.8,1.6,52.6%,1.0,2.4,43.9%,1.8,2.0,87.5%,0.1,0.8,0.9,1.2,0.2,1.3,0.1,0.1,1.5,1.5,5.2,000956,"ANDJUSIC, DANILO",31,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqck7/d092d109-6d1a-46a5-97c1-d6b957a909e0.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png,2022,E2022
54,30.0,12.0,17.71055555555556,4.8,0.7,1.3,56.4%,0.9,2.1,41.3%,0.7,0.9,81.5%,0.5,2.1,2.6,0.9,0.8,0.9,0.1,0.1,2.2,1.1,5.2,000556,"CLAVER, VICTOR",34,https://media-cdn.incrowdsports.com/980e6d85-289c-47ce-b2b8-e9f25a8ec017.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2022,E2022
55,19.0,3.0,13.40263157894737,5.9,0.8,2.1,37.5%,1.1,2.9,38.2%,1.0,1.2,86.4%,0.2,1.3,1.4,2.6,0.4,1.3,0.0,0.3,1.4,1.3,5.3,011064,"MANNION, NICCOLO",21,https://media-cdn.cortextech.io/048cb7be-4aed-42bc-8d85-ad6b8ad271da.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
56,28.0,1.0,10.498214285714285,4.8,1.6,2.4,66.7%,0.0,0.0,0%,1.6,2.2,72.6%,1.0,0.8,1.8,0.6,0.6,0.9,0.2,0.1,2.2,2.1,5.4,008991,"BLACK, TARIK",31,https://media-cdn.incrowdsports.com/31431122-8f94-41c1-ae56-2c34657c17c3.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2022,E2022
57,24.0,6.0,12.9375,5.1,1.9,3.1,61.3%,0.1,0.4,33.3%,0.9,1.4,63.6%,1.0,1.9,2.9,0.2,0.2,0.7,0.4,0.1,1.6,1.0,5.5,011239,"ENOCH, STEVEN",25,https://media-cdn.cortextech.io/0d3a703d-6560-45ba-9d02-159bd0880d08.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2022,E2022
58,31.0,18.0,17.912365591397847,6.5,1.8,3.0,60.6%,0.6,2.5,25.6%,0.9,1.0,84.4%,1.0,2.3,3.3,1.1,0.3,1.1,0.5,0.2,2.8,1.1,5.5,002968,"SANLI, SERTAC",31,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqck7/60394ce8-610a-4994-81ab-382db3c34f54.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2022,E2022
59,29.0,12.0,18.822988505747126,6.2,1.1,2.4,47.8%,0.9,2.7,35.1%,1.2,1.3,89.5%,0.6,1.9,2.5,0.4,0.4,0.7,0.1,0.1,1.8,1.6,5.6,KIR,"KAHUDI, CHARLES",36,https://media-cdn.incrowdsports.com/09c42084-be1d-4b65-b880-9544effea93a.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,2022,E2022
60,23.0,2.0,18.065942028985507,6.7,0.7,2.3,30.8%,1.3,4.2,29.9%,1.5,1.7,89.7%,0.0,1.3,1.4,2.5,0.3,1.1,0.0,0.1,1.2,1.7,5.6,TGB,"LLULL, SERGIO",35,https://media-cdn.cortextech.io/38500d8f-02b6-40a7-a6b7-c9fb901a0f6e.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2022,E2022
61,24.0,3.0,15.177777777777777,4.5,1.2,2.0,62.5%,0.5,1.3,38.7%,0.5,0.7,68.8%,0.4,1.6,2.0,1.0,0.5,0.5,0.0,0.2,1.0,0.9,5.6,006509,"TONUT, STEFANO",29,https://media-cdn.cortextech.io/b7367896-700a-4f7e-9a0b-a1425632b23b.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2022,E2022
62,23.0,4.0,14.221014492753623,4.9,2.0,3.4,58.2%,0.0,0.0,0%,0.9,1.3,67.7%,0.7,2.3,3.0,0.4,0.5,0.8,0.4,0.3,1.8,1.2,5.7,009540,"MARTIN, HASSAN",27,https://media-cdn.incrowdsports.com/194846fe-c304-4296-a153-6221f245307f.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2022,E2022
63,29.0,7.0,18.19712643678161,6.2,1.3,2.5,52.8%,1.1,2.7,40.3%,0.4,0.6,75%,0.8,2.0,2.8,0.9,0.7,0.7,0.1,0.2,1.9,0.6,5.7,006592,"WEEMS, KYLE",33,https://media-cdn.incrowdsports.com/a7626a3e-1b95-4e35-837b-a8e87770c1e6.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
64,20.0,6.0,13.955000000000002,6.7,1.8,3.3,54.5%,0.8,2.5,34%,0.6,0.8,68.8%,0.3,1.6,2.0,1.6,0.6,1.0,0.2,0.0,2.1,1.3,5.8,003983,"AVRAMOVIC, ALEKSA",28,https://media-cdn.cortextech.io/261a3a73-c380-4f6e-82bb-643fff9c7494.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png,2022,E2022
65,34.0,13.0,21.690686274509805,6.9,2.0,4.3,47.3%,0.5,2.1,21.9%,1.4,1.7,79.7%,0.3,1.3,1.6,2.2,1.1,1.6,0.1,0.2,2.8,2.9,5.9,011938,"OBASOHAN, RETIN",29,https://media-cdn.cortextech.io/300c990e-69a7-4eda-9e32-b8446019887a.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png,2022,E2022
66,30.0,1.0,12.122777777777777,4.1,1.5,2.6,59.7%,0.1,0.1,50%,0.9,1.3,66.7%,1.2,1.9,3.2,0.6,0.3,0.7,0.3,0.2,1.6,1.5,5.9,009035,"BOLOMBOY, JOEL",28,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqcoI/bb62f12b-8d35-4487-a402-e86621caa387.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2022,E2022
67,33.0,3.0,14.413131313131313,4.2,0.8,1.7,48.2%,0.7,2.1,32.4%,0.5,0.6,81%,0.1,1.4,1.5,4.2,0.4,1.1,0.0,0.1,1.7,1.0,5.9,CVM,"RODRIGUEZ, SERGIO",36,https://media-cdn.incrowdsports.com/d605b7e7-d619-4620-93b1-5979b22592bc.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2022,E2022
68,19.0,1.0,15.918421052631578,4.9,0.9,1.9,47.2%,0.8,2.5,31.9%,0.8,0.9,83.3%,0.5,1.1,1.6,1.9,0.9,0.8,0.0,0.1,1.1,1.4,6.0,003332,"IVANOVIC, NIKOLA",28,https://media-cdn.incrowdsports.com/098c56e1-f92f-4534-9606-dea562a629bf.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2022,E2022
68,24.0,17.0,21.535416666666666,9.4,2.6,5.1,51.2%,1.0,3.0,33.3%,1.2,1.4,82.4%,0.6,2.0,2.6,1.1,0.6,1.8,0.1,0.2,2.6,1.5,6.0,012080,"LUWAWU-CABARROT, TIMOTHE",27,https://media-cdn.cortextech.io/96750db7-50f9-49bb-9fcc-56ed731ccce3.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2022,E2022
70,34.0,0.0,15.88137254901961,7.4,0.9,1.8,50.8%,1.6,4.0,39%,0.9,1.3,74.4%,0.4,1.5,1.9,1.2,0.6,1.1,0.1,0.1,2.1,1.9,6.0,010392,"LARENTZAKIS, GIANNOULIS",29,https://media-cdn.cortextech.io/2737aa5a-4f3e-475f-b590-9d4a8aa3e069.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2022,E2022
71,27.0,12.0,14.40925925925926,5.9,1.5,2.1,71.4%,0.9,2.1,42.9%,0.2,0.2,100%,1.0,1.9,2.9,0.5,0.2,0.4,0.2,0.1,1.7,0.4,6.0,008966,"TOBEY, MIKE",28,https://media-cdn.incrowdsports.com/d7471c9c-c1f2-4ca9-88a6-3c3ddccc597a.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2022,E2022
72,30.0,5.0,16.961111111111112,7.0,0.5,1.3,37.5%,1.8,3.6,49.1%,0.7,0.9,84.6%,0.6,1.4,2.0,0.9,0.6,0.6,0.1,0.0,2.3,1.3,6.1,003478,"ABRINES, ALEX",29,https://media-cdn.incrowdsports.com/47795ee0-c812-487a-be8a-67900a5ab8d5.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2022,E2022
73,31.0,1.0,12.665053763440861,6.5,2.6,5.0,51.9%,0.0,0.0,0%,1.3,1.9,70.7%,1.1,1.7,2.8,0.5,0.3,0.8,0.4,0.5,1.8,1.5,6.2,011934,"WETZELL, YANNI",26,https://media-cdn.incrowdsports.com/d30b67da-dc86-45f4-969f-ecb23a50e0ef.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
74,34.0,1.0,16.721078431372547,5.9,0.5,1.2,39%,1.3,2.9,43%,1.2,1.2,97.6%,0.6,1.3,1.9,1.1,0.8,0.5,0.0,0.2,2.3,2.0,6.3,007990,"DIBARTOLOMEO, JOHN",31,https://media-cdn.cortextech.io/8d21b46c-77f3-4241-834a-c819a514fc58.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2022,E2022
75,34.0,0.0,14.475,5.0,1.3,3.1,40.6%,0.4,1.0,42.9%,1.1,1.5,78%,0.3,1.7,2.0,2.5,0.2,0.9,0.0,0.3,1.2,1.6,6.3,007519,"JOKUBAITIS, ROKAS",22,https://media-cdn.incrowdsports.com/14dcf6c1-2b5d-40fe-98d5-d6a38a8b9ba2.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2022,E2022
76,29.0,4.0,15.975862068965517,7.0,1.7,2.9,57.1%,0.8,2.1,35.5%,1.4,1.6,91.1%,0.1,1.0,1.1,1.5,0.2,1.4,0.1,0.2,1.4,2.2,6.3,003210,"LEKAVICIUS, LUKAS",28,https://media-cdn.incrowdsports.com/e03b2138-ce9d-477b-9745-555d0ff9adb0.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2022,E2022
77,19.0,6.0,18.025438596491227,6.6,1.7,3.0,57.9%,0.6,2.4,23.9%,1.4,1.7,78.8%,0.4,2.1,2.5,1.5,0.8,1.3,0.1,0.1,2.3,1.8,6.3,009549,"CORDINIER, ISAIA",26,https://media-cdn.cortextech.io/b9885dd5-53ca-4f41-96f7-4b7f1c8c4d5a.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
78,34.0,16.0,19.862745098039216,9.1,1.3,2.6,50.6%,1.8,4.5,40.3%,1.0,1.2,81%,0.4,1.2,1.6,1.1,0.5,0.6,0.0,0.3,2.1,1.4,6.4,004761,"MARINKOVIC, VANJA",25,https://media-cdn.cortextech.io/ac54fafe-cc49-4d7d-b908-d18b7ddc38b3.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2022,E2022
79,32.0,9.0,14.909895833333334,3.8,0.7,1.3,52.4%,0.7,1.7,39.6%,0.5,0.8,64%,0.5,2.8,3.3,0.9,0.3,0.4,0.6,0.2,1.1,1.1,6.5,002084,"POLONARA, ACHILLE",31,https://media-cdn.incrowdsports.com/1cbaecd9-0811-4c56-b6db-96ca70ea1141.png,IST;ZAL,EFS;ZAL,Anadolu Efes Istanbul;Zalgiris Kaunas,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2022,E2022
80,30.0,15.0,15.708888888888888,4.9,1.1,2.2,50.8%,0.8,2.5,32%,0.3,0.6,52.9%,1.2,2.8,4.0,1.5,0.4,0.7,0.3,0.1,1.4,0.7,6.5,007201,"VOIGTMANN, JOHANNES",30,https://media-cdn.cortextech.io/f25b3c46-64c0-4108-8168-c0ac3aa4a6bb.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2022,E2022
81,27.0,8.0,14.698765432098766,5.7,2.5,3.8,66%,0.1,0.4,16.7%,0.4,0.7,66.7%,1.2,1.9,3.1,0.4,0.3,0.5,0.5,0.2,1.9,1.0,6.5,011973,"ALEXANDER, KYLE",26,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqcoH/47a0fad4-39c0-4eb8-b242-472eccd796bd.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2022,E2022
82,33.0,8.0,19.71060606060606,7.5,1.5,2.8,54.3%,1.1,3.0,36.4%,1.1,1.3,85.7%,1.1,2.3,3.4,0.5,0.6,0.5,0.2,0.3,2.8,1.4,6.6,011967,"MARTIN, JARELL",28,https://media-cdn.incrowdsports.com/a0790da9-3281-4909-90d6-c535bc6b1be6.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2022,E2022
83,31.0,12.0,21.11021505376344,5.8,1.6,2.9,53.8%,0.5,1.7,32.1%,1.0,1.4,76.2%,1.6,1.7,3.3,1.1,0.4,0.6,0.6,0.1,2.6,1.6,6.6,007056,"BOOKER, DEVIN",31,https://media-cdn.cortextech.io/ea98130c-13f1-4e0b-b8d9-353132cd5816.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2022,E2022
84,33.0,19.0,15.106565656565657,6.7,2.3,3.8,61.1%,0.5,1.4,32.6%,0.6,0.7,91.3%,1.1,1.8,2.9,0.5,0.2,0.6,0.3,0.2,1.4,0.8,6.7,LHK,"PLEISS, TIBOR",33,https://media-cdn.incrowdsports.com/34479264-00b5-47ff-bcea-6f3aed97303e.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2022,E2022
85,26.0,4.0,19.384615384615383,6.8,1.3,2.6,51.5%,1.0,2.2,48.2%,1.0,1.1,92.9%,0.8,1.7,2.6,0.7,0.7,0.5,0.0,0.2,2.0,1.1,6.7,001557,"GIFFEY, NIELS",31,https://media-cdn.cortextech.io/4238ce12-6d72-4f5a-83dd-fc4a970e13b9.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
86,29.0,16.0,16.664367816091954,6.7,2.4,4.9,50.4%,0.4,1.1,33.3%,0.6,0.7,85.7%,1.1,1.8,3.0,0.8,0.9,0.6,0.8,0.2,1.9,0.6,6.7,010385,"LAMMERS, BEN",27,https://media-cdn.incrowdsports.com/79ea5f11-6d04-4fb8-a8c9-b7b2539dd937.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
87,34.0,1.0,12.80049019607843,5.0,2.0,3.1,64.8%,0.0,0.0,0%,1.0,1.4,70.8%,1.3,1.8,3.1,0.4,0.2,0.7,0.3,0.2,1.3,1.4,6.7,005504,"BIRUTIS, LAURYNAS",25,https://media-cdn.cortextech.io/ec9e23f4-7618-42d7-9ccd-05bb89fe2e4b.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2022,E2022
88,29.0,2.0,13.597701149425287,4.3,1.7,2.5,66.7%,0.0,0.2,0%,1.0,1.3,76.3%,1.2,1.7,2.9,0.6,0.8,0.6,0.4,0.2,1.9,1.8,6.8,003048,"DUNSTON, BRYANT",36,https://media-cdn.cortextech.io/e3c4915b-e70f-4813-9bdb-43bbbc606e33.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2022,E2022
89,34.0,31.0,22.139705882352942,5.5,2.2,4.5,50%,0.1,0.2,37.5%,0.7,1.1,67.6%,2.1,1.5,3.6,0.9,1.3,0.6,0.2,0.1,2.7,1.6,6.8,010588,"BROWN III, JOHN",30,https://media-cdn.incrowdsports.com/39deb3d3-4f63-4841-bc63-594dc5139b92.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png,2022,E2022
90,30.0,22.0,20.301666666666666,6.4,1.4,3.4,42.6%,0.7,2.0,33.3%,1.5,1.9,80.4%,1.6,2.3,3.9,1.1,0.8,1.1,0.1,0.2,2.5,1.9,6.8,006760,"BONGA, ISAAC",23,https://media-cdn.cortextech.io/a838b518-6e96-4482-b67f-90f52f979588.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
90,25.0,5.0,13.075333333333333,4.9,2.1,3.1,67.5%,0.0,0.0,0%,0.7,1.0,72%,1.4,1.9,3.2,0.8,0.4,0.6,0.2,0.2,1.8,1.1,6.8,009733,"JEKIRI, TONYE",28,https://media-cdn.cortextech.io/995f6e1a-5ce1-46cf-a462-48e2ab5234e5.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2022,E2022
92,27.0,11.0,18.52962962962963,7.1,0.8,1.6,50%,1.0,3.9,26.9%,2.4,2.6,94.3%,0.1,0.6,0.7,3.1,0.5,1.3,0.1,0.1,2.0,2.4,6.9,002661,"PREPELIC, KLEMEN",30,https://media-cdn.cortextech.io/71f285f4-996e-4f5c-b2e7-0b0a871e660b.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png,2022,E2022
93,34.0,0.0,15.526960784313724,6.1,2.1,3.1,67%,0.0,0.0,0%,1.9,2.1,87.7%,1.2,1.4,2.6,0.4,0.5,0.9,0.6,0.2,2.4,1.4,6.9,004655,"BAKO, ISMAEL",27,https://media-cdn.cortextech.io/dda3acbe-edea-49ad-b244-5629d32faec4.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png,2022,E2022
93,34.0,26.0,18.940196078431374,4.3,2.0,4.0,49.3%,0.0,0.0,0%,0.4,1.1,36.1%,2.5,3.5,6.0,0.4,0.6,1.3,1.0,0.4,2.8,1.8,6.9,011941,"GILLESPIE, FREDDIE",25,https://media-cdn.incrowdsports.com/8ea99782-0bb1-42b5-b330-d9b629c19654.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
95,25.0,14.0,20.007333333333335,9.9,0.7,1.5,48.6%,2.6,6.7,39.5%,0.6,0.6,100%,0.1,1.7,1.8,1.3,0.6,1.0,0.1,0.3,1.8,1.0,6.9,004508,"OBST, ANDREAS",26,https://media-cdn.cortextech.io/d3d714e5-0b66-497b-afbd-2587ac9e856c.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2022,E2022
96,19.0,16.0,14.334210526315792,6.5,2.3,3.6,63.2%,0.4,1.1,38.1%,0.7,1.0,68.4%,0.2,1.4,1.6,1.8,0.7,0.9,0.0,0.1,1.6,1.3,6.9,007982,"WILLIAMS-GOSS, NIGEL",28,https://media-cdn.cortextech.io/657693b6-df7a-4f83-b8d6-10c2ed158dce.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2022,E2022
97,30.0,14.0,19.86,7.8,0.3,1.1,26.5%,2.0,5.7,35.7%,1.1,1.3,89.5%,0.2,1.1,1.2,4.6,0.3,2.2,0.0,0.2,0.9,1.0,7.2,011193,"BLATT, TAMIR",25,https://media-cdn.cortextech.io/780f9309-2c9f-4a43-be7f-9f7a7182d133.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
98,27.0,5.0,21.625925925925927,6.8,1.7,3.1,54.8%,0.9,2.7,31.9%,0.8,0.9,88%,1.0,1.9,2.9,1.8,1.0,1.0,0.2,0.3,2.4,1.4,7.2,006625,"ZOOSMAN, YOVEL",24,https://media-cdn.cortextech.io/c915eafa-19a3-43e0-a720-df6d2d444912.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png,2022,E2022
99,33.0,15.0,21.477777777777778,7.0,0.9,1.8,52.5%,1.4,2.6,51.7%,1.0,1.2,85%,0.4,2.3,2.8,0.5,0.3,0.7,0.3,0.1,1.8,1.2,7.2,007993,"M'BAYE, AMATH",33,https://media-cdn.cortextech.io/29eebe44-7b24-44c5-8dd5-b085a3d056d5.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2022,E2022
